0 0.000000 0.000000 0.000000
2 0.000000 0.000000 0.000000
4 0.006044 0.000000 0.000000
6 0.018031 0.000000 0.000000
8 0.030017 0.000002 0.000000
10 0.042003 0.000005 0.000000
12 0.053990 0.000005 0.000000
14 0.065976 0.000005 0.000000
16 0.078014 0.000007 0.000394
18 0.090051 0.000007 0.000000
20 0.102038 0.000007 0.000000
22 0.114024 0.000007 0.000000
24 0.126010 0.000009 0.000000
26 0.137997 0.000012 0.000000
28 0.149983 0.000012 0.000000
30 0.161969 0.000012 0.000000
32 0.174007 0.000014 0.000394
34 0.186044 0.000014 0.000000
36 0.198031 0.000014 0.000000
38 0.210017 0.000014 0.000000
40 0.222003 0.000017 0.000000
42 0.233990 0.000017 0.000000
44 0.245976 0.000017 0.000000
46 0.258014 0.000019 0.000394
48 0.270000 0.000021 0.000394
50 0.282038 0.000021 0.000000
52 0.294024 0.000021 0.000000
54 0.306010 0.000021 0.000000
56 0.317997 0.000024 0.000000
58 0.329983 0.000024 0.000000
60 0.341969 0.000024 0.000000
62 0.354007 0.000026 0.000394
64 0.366044 0.000026 0.000000
66 0.378031 0.000026 0.000000
68 0.390017 0.000026 0.000000
70 0.402003 0.000028 0.000000
72 0.413990 0.000031 0.000000
74 0.425976 0.000031 0.000000
76 0.437962 0.000031 0.000000
78 0.450000 0.000033 0.000394
80 0.462037 0.000033 0.000000
82 0.474024 0.000033 0.000000
84 0.486010 0.000033 0.000000
86 0.497996 0.000035 0.000000
88 0.509983 0.000035 0.000000
90 0.521969 0.000035 0.000000
92 0.534007 0.000038 0.000394
94 0.545993 0.000040 0.000394
96 0.558031 0.000040 0.000000
98 0.570017 0.000040 0.000000
100 0.582003 0.000040 0.000000
102 0.593990 0.000043 0.000000
104 0.605976 0.000043 0.000000
106 0.617962 0.000043 0.000000
108 0.630000 0.000045 0.000394
110 0.642037 0.000045 0.000000
112 0.654024 0.000045 0.000000
114 0.666010 0.000045 0.000000
116 0.677996 0.000047 0.000000
118 0.689983 0.000050 0.000000
120 0.701969 0.000050 0.000000
122 0.713955 0.000050 0.000000
124 0.725993 0.000052 0.000394
126 0.738031 0.000052 0.000000
128 0.750017 0.000052 0.000000
130 0.762003 0.000052 0.000000
132 0.773990 0.000054 0.000000
134 0.785976 0.000054 0.000000
136 0.797962 0.000054 0.000000
138 0.810000 0.000057 0.000394
140 0.821986 0.000059 0.000394
142 0.834024 0.000059 0.000000
144 0.846010 0.000059 0.000000
146 0.857996 0.000059 0.000000
148 0.869983 0.000061 0.000000
150 0.881969 0.000061 0.000000
152 0.893955 0.000061 0.000000
154 0.905993 0.000064 0.000394
156 0.918031 0.000064 0.000000
158 0.930017 0.000064 0.000000
160 0.942003 0.000064 0.000000
162 0.953990 0.000066 0.000000
164 0.965976 0.000068 0.000000
166 0.977962 0.000068 0.000000
168 0.989949 0.000068 0.000000
170 1.001986 0.000071 0.000394
172 1.014024 0.000071 0.000000
174 1.026010 0.000071 0.000000
176 1.037996 0.000071 0.000000
178 1.049983 0.000073 0.000000
180 1.061969 0.000073 0.000000
182 1.073955 0.000073 0.000000
184 1.085993 0.000076 0.000394
186 1.097979 0.000078 0.000394
188 1.110017 0.000078 0.000000
190 1.122003 0.000078 0.000000
192 1.133990 0.000078 0.000000
194 1.145976 0.000080 0.000000
196 1.157962 0.000080 0.000000
198 1.169949 0.000080 0.000000
200 1.181986 0.000083 0.000394
202 1.194024 0.000083 0.000000
204 1.206010 0.000083 0.000000
206 1.217996 0.000083 0.000000
208 1.229983 0.000085 0.000000
210 1.241969 0.000087 0.000000
212 1.253955 0.000087 0.000000
214 1.265942 0.000087 0.000000
216 1.277979 0.000090 0.000394
218 1.290017 0.000090 0.000000
220 1.302003 0.000090 0.000000
222 1.313990 0.000090 0.000000
224 1.325976 0.000092 0.000000
226 1.337962 0.000092 0.000000
228 1.349949 0.000092 0.000000
230 1.361986 0.000094 0.000394
232 1.373972 0.000097 0.000394
234 1.386010 0.000097 0.000000
236 1.397996 0.000097 0.000000
238 1.409983 0.000097 0.000000
240 1.421969 0.000099 0.000000
242 1.433955 0.000099 0.000000
244 1.445942 0.000099 0.000000
246 1.457979 0.000102 0.000394
248 1.470017 0.000102 0.000000
250 1.482003 0.000102 0.000000
252 1.493989 0.000102 0.000000
254 1.505976 0.000104 0.000000
256 1.517962 0.000106 0.000000
258 1.529949 0.000106 0.000000
260 1.541935 0.000106 0.000000
262 1.553972 0.000109 0.000394
264 1.566010 0.000109 0.000000
266 1.577996 0.000109 0.000000
268 1.589983 0.000109 0.000000
270 1.601969 0.000111 0.000000
272 1.613955 0.000111 0.000000
274 1.625942 0.000111 0.000000
276 1.637979 0.000113 0.000394
278 1.649966 0.000116 0.000394
280 1.662003 0.000116 0.000000
282 1.673989 0.000116 0.000000
284 1.685976 0.000116 0.000000
286 1.697962 0.000118 0.000000
288 1.709948 0.000118 0.000000
290 1.721935 0.000118 0.000000
292 1.733972 0.000120 0.000394
294 1.746010 0.000120 0.000000
296 1.757996 0.000120 0.000000
298 1.769983 0.000120 0.000000
300 1.781969 0.000123 0.000000
302 1.793955 0.000125 0.000000
304 1.805942 0.000125 0.000000
306 1.817928 0.000125 0.000000
308 1.829966 0.000128 0.000394
310 1.842003 0.000128 0.000000
312 1.853989 0.000128 0.000000
314 1.865976 0.000128 0.000000
316 1.877962 0.000130 0.000000
318 1.889948 0.000130 0.000000
320 1.901935 0.000130 0.000000
322 1.913972 0.000132 0.000394
324 1.925959 0.000135 0.000394
326 1.937996 0.000135 0.000000
328 1.949983 0.000135 0.000000
330 1.961969 0.000135 0.000000
332 1.973955 0.000137 0.000000
334 1.985942 0.000137 0.000000
336 1.997928 0.000137 0.000000
338 2.009965 0.000139 0.000394
340 2.015959 0.000139 0.000000
342 2.016010 0.000140 0.015367
344 2.016010 0.000140 0.046101
346 2.016010 0.000140 0.076836
348 2.016010 0.000140 0.122543
350 2.016010 0.000140 0.153277
352 2.016010 0.000140 0.184011
354 2.016010 0.000140 0.214745
356 2.016010 0.000140 0.245480
358 2.016059 0.000154 0.276608
360 2.016059 0.000155 0.307342
362 2.016010 0.000139 0.338470
364 2.016010 0.000139 0.369204
366 2.016010 0.000139 0.399939
368 2.016010 0.000139 0.430673
370 2.016010 0.000139 0.461407
372 2.016010 0.000139 0.492141
374 2.016010 0.000139 0.522875
376 2.016010 0.000139 0.553610
378 2.016010 0.000139 0.584344
380 2.016010 0.000139 0.615078
382 2.016011 0.000138 0.645812
384 2.016011 0.000137 0.676546
386 2.016011 0.000137 0.707281
388 2.016011 0.000137 0.738015
390 2.016011 0.000137 0.768749
392 2.016011 0.000137 0.799483
394 2.016011 0.000137 0.830217
396 2.016011 0.000137 0.860952
398 2.016011 0.000137 0.891686
400 2.016011 0.000137 0.922420
402 2.016011 0.000137 0.953154
404 2.016040 0.000180 0.984282
406 2.016039 0.000180 1.015017
408 2.016013 0.000137 1.046145
410 2.016013 0.000137 1.076879
412 2.016013 0.000137 1.107613
414 2.016013 0.000137 1.138348
416 2.016013 0.000137 1.169082
418 2.016013 0.000137 1.199816
420 2.016013 0.000137 1.230550
422 2.016013 0.000137 1.261284
424 2.016013 0.000137 1.292019
426 2.016013 0.000137 1.322753
428 2.016013 0.000136 1.353487
430 2.016014 0.000136 1.384221
432 2.016014 0.000136 1.414955
434 2.016014 0.000136 1.445690
436 2.016014 0.000136 1.476424
438 2.016014 0.000136 1.507158
440 2.016014 0.000136 1.537892
442 2.016014 0.000136 1.568626
444 2.016014 0.000136 1.584387
446 2.015933 0.006078 1.584387
448 2.015765 0.018114 1.584781
