0, 0.000000, 0.000000, 0.000000
1, 0.293973, 0.000084, 0.000394
2, 0.431088, -0.067137, -1.061118
3, 0.420722, -0.208604, -2.215227
4, 0.287214, -0.256393, -3.368941
5, 0.104885, -0.113193, -3.876450
6, -0.109316, 0.007068, -3.472965
7, -0.382201, 0.077090, -3.333873
8, -0.673457, 0.126816, -3.299592
9, -0.965453, 0.171773, -3.264918
10, -1.263187, 0.208709, -3.265312
11, -1.560922, 0.245646, -3.264918
12, -1.803713, 0.286596, -3.668797
13, -1.866789, 0.413599, -4.822511
14, -1.776177, 0.522730, -5.976620
15, -1.639743, 0.484079, -7.130335
