0, 0.000000, 0.000000, 0.000000
1, 0.587996, 0.000043, 0.000394
2, 1.187979, 0.000083, 0.000000
3, 1.787962, 0.000125, 0.000394
4, 2.387945, 0.000165, 0.000000
5, 2.890572, -0.030653, -0.691914
6, 2.823373, -0.258696, -2.999737
7, 2.474968, -0.052142, -3.438290
8, 1.912975, 0.008432, -3.184536
9, 1.387665, 0.059631, -3.069086
10, 0.801938, -0.017032, -2.999737
11, 0.550519, 0.121347, -4.892254
12, 0.821723, 0.156568, -6.876580
13, 1.323254, 0.002485, -6.368678
14, 1.913963, -0.010834, -6.299723
15, 2.504566, -0.001941, -6.230374
16, 2.926087, -0.058569, -7.384483
17, 2.773719, -0.241034, -9.691912
18, 2.361995, -0.024316, -9.599709
19, 1.784787, 0.012423, -9.438158
20, 1.288271, 0.053458, -9.299854
