 81.38 ;max_white(1) 
 76.21 ;max_white(2) 
 60.40 ;max_white(3) 
 66.06 ;max_white(4) 
 59.33 ;max_white(5) 
 65.33 ;max_white(6) 
 82.17 ;max_white(7) 
 60.03 ;max_white(8) 
 76.22 ;max_black(1) 
 69.13 ;max_black(2) 
 56.64 ;max_black(3) 
 61.86 ;max_black(4) 
 56.00 ;max_black(5) 
 60.92 ;max_black(6) 
 74.17 ;max_black(7) 
 57.01 ;max_black(8) 
