0 0.000000 0.000000 0.000000
1 0.000000 0.000000 0.000000
2 0.000000 0.000000 0.000000
3 0.000000 0.000000 0.000000
4 0.000000 0.000000 0.000000
5 0.000102 0.000000 0.000000
6 0.000205 0.000000 0.000000
7 0.000410 0.000000 0.000000
8 0.000615 0.000000 0.000000
9 0.000922 0.000000 0.000000
10 0.001229 0.000000 0.000000
11 0.001639 0.000000 0.000000
12 0.002049 0.000000 0.000000
13 0.002561 0.000000 0.000000
14 0.003022 0.000000 0.000400
15 0.003534 0.000000 0.000400
16 0.004098 0.000000 -0.000000
17 0.004713 0.000000 -0.000000
18 0.005430 0.000000 -0.000000
19 0.006249 0.000000 -0.000000
20 0.007069 0.000000 -0.000000
21 0.007940 0.000001 0.000400
22 0.008810 0.000001 -0.000000
23 0.009835 0.000001 -0.000000
24 0.010859 0.000001 -0.000000
25 0.011935 0.000001 0.000400
26 0.013011 0.000001 -0.000000
27 0.014240 0.000001 -0.000000
28 0.015470 0.000001 -0.000000
29 0.016699 0.000001 -0.000000
30 0.018031 0.000001 -0.000000
31 0.019465 0.000001 -0.000000
32 0.020797 0.000001 -0.000000
33 0.022334 0.000001 -0.000000
34 0.023870 0.000001 -0.000000
35 0.025407 0.000001 -0.000000
36 0.027046 0.000001 -0.000000
37 0.028736 0.000002 0.000400
38 0.030427 0.000002 -0.000000
39 0.032271 0.000002 -0.000000
40 0.034013 0.000002 -0.000000
41 0.035959 0.000002 -0.000000
42 0.037803 0.000002 -0.000000
43 0.039852 0.000002 -0.000000
44 0.041799 0.000002 -0.000000
45 0.043950 0.000002 -0.000000
46 0.045999 0.000002 -0.000000
47 0.048253 0.000002 -0.000000
48 0.050404 0.000002 -0.000000
49 0.052760 0.000002 -0.000000
50 0.055014 0.000002 -0.000000
51 0.057422 0.000003 0.000400
52 0.059829 0.000003 -0.000000
53 0.062339 0.000004 0.000400
54 0.064849 0.000004 -0.000000
55 0.067410 0.000004 -0.000000
56 0.070023 0.000005 0.000400
57 0.072738 0.000005 -0.000000
58 0.075401 0.000005 -0.000000
59 0.078270 0.000005 -0.000000
60 0.081036 0.000005 -0.000000
61 0.083904 0.000005 -0.000000
62 0.086824 0.000006 0.000400
63 0.089846 0.000006 -0.000000
64 0.092817 0.000006 -0.000000
65 0.095891 0.000006 -0.000000
66 0.099067 0.000006 -0.000000
67 0.102242 0.000006 -0.000000
68 0.105418 0.000006 -0.000000
69 0.108697 0.000006 -0.000000
70 0.112026 0.000007 0.000400
71 0.115458 0.000007 -0.000000
